UTC,Open,High,Low,Close,Volume
30.12.2025 00:00:00.000 UTC,4345.465,4347.095,4337.755,4346.435,0.3727999999999999
30.12.2025 00:15:00.000 UTC,4346.405,4350.465,4343.445,4348.855,0.34525
30.12.2025 00:30:00.000 UTC,4348.855,4349.025,4339.455,4340.498,0.5952100000000001
30.12.2025 00:45:00.000 UTC,4340.455,4342.698,4334.285,4339.555,0.83567
30.12.2025 01:00:00.000 UTC,4339.585,4339.765,4324.195,4334.815,0.9757300000000001
30.12.2025 01:15:00.000 UTC,4334.785,4342.995,4334.785,4336.325,0.83457
30.12.2025 01:30:00.000 UTC,4336.355,4349.345,4331.655,4346.885,0.7101000000000001
30.12.2025 01:45:00.000 UTC,4346.865,4359.965,4346.395,4359.965,0.88118
30.12.2025 02:00:00.000 UTC,4359.935,4361.605,4351.488,4355.005,1.1295099999999998
30.12.2025 02:15:00.000 UTC,4355.015,4357.565,4352.398,4355.599,0.91403
30.12.2025 02:30:00.000 UTC,4354.325,4356.789,4348.598,4354.039,1.26296
30.12.2025 02:45:00.000 UTC,4354.029,4364.469,4354.029,4362.259,1.30192
30.12.2025 03:00:00.000 UTC,4362.375,4365.035,4356.865,4360.498,0.9652000000000001
30.12.2025 03:15:00.000 UTC,4360.698,4368.925,4358.548,4367.735,0.89749
30.12.2025 03:30:00.000 UTC,4367.775,4368.555,4360.865,4363.165,0.5967499999999999
30.12.2025 03:45:00.000 UTC,4363.175,4364.565,4355.965,4358.875,0.73161
30.12.2025 04:00:00.000 UTC,4358.895,4362.055,4357.285,4361.055,0.32962
30.12.2025 04:15:00.000 UTC,4361.075,4365.485,4360.295,4362.835,0.37468000000000007
30.12.2025 04:30:00.000 UTC,4362.835,4369.595,4361.935,4366.615,0.34101
30.12.2025 04:45:00.000 UTC,4366.598,4366.925,4362.005,4363.275,0.22728
30.12.2025 05:00:00.000 UTC,4363.315,4364.555,4358.515,4363.715,0.29252
30.12.2025 05:15:00.000 UTC,4363.745,4376.009,4362.155,4372.025,0.60161
30.12.2025 05:30:00.000 UTC,4371.995,4379.765,4371.685,4374.535,0.9585600000000001
30.12.2025 05:45:00.000 UTC,4374.455,4379.395,4372.355,4377.348,1.1621599999999999
30.12.2025 06:00:00.000 UTC,4377.275,4378.115,4372.198,4372.875,0.8811299999999999
30.12.2025 06:15:00.000 UTC,4372.905,4373.665,4363.898,4366.248,0.7151000000000001
30.12.2025 06:30:00.000 UTC,4366.215,4369.585,4359.835,4361.685,0.6898799999999999
30.12.2025 06:45:00.000 UTC,4361.625,4366.398,4359.605,4364.275,0.6935600000000001
30.12.2025 07:00:00.000 UTC,4364.285,4368.585,4358.715,4368.435,0.6155000000000002
30.12.2025 07:15:00.000 UTC,4368.465,4372.205,4365.495,4367.875,0.51382
30.12.2025 07:30:00.000 UTC,4367.895,4376.795,4367.805,4376.665,0.4426500000000001
30.12.2025 07:45:00.000 UTC,4376.665,4383.035,4369.805,4372.098,0.5586000000000001
30.12.2025 08:00:00.000 UTC,4372.098,4373.445,4363.115,4370.095,0.5638500000000001
30.12.2025 08:15:00.000 UTC,4370.265,4371.128,4351.565,4353.045,0.68494
30.12.2025 08:30:00.000 UTC,4353.145,4360.105,4349.955,4359.025,0.5297700000000001
30.12.2025 08:45:00.000 UTC,4359.025,4366.105,4354.105,4364.595,0.57588
30.12.2025 09:00:00.000 UTC,4364.565,4373.625,4363.905,4372.845,0.8823700000000001
30.12.2025 09:15:00.000 UTC,4372.825,4376.245,4367.505,4368.265,0.43867999999999996
30.12.2025 09:30:00.000 UTC,4368.235,4371.525,4366.995,4368.105,0.38891999999999993
30.12.2025 09:45:00.000 UTC,4368.155,4373.735,4367.285,4371.915,0.38726999999999995
30.12.2025 10:00:00.000 UTC,4371.895,4376.015,4367.575,4375.625,0.36255000000000004
30.12.2025 10:15:00.000 UTC,4375.695,4382.545,4374.495,4381.965,0.44904
30.12.2025 10:30:00.000 UTC,4381.635,4391.515,4381.465,4382.365,0.56745
30.12.2025 10:45:00.000 UTC,4382.355,4385.215,4378.385,4384.485,0.36710999999999994
30.12.2025 11:00:00.000 UTC,4385.225,4390.035,4384.858,4386.745,0.4695599999999999
30.12.2025 11:15:00.000 UTC,4386.775,4389.385,4385.485,4388.635,0.38301
30.12.2025 11:30:00.000 UTC,4388.665,4389.095,4383.395,4384.515,0.37322000000000005
30.12.2025 11:45:00.000 UTC,4384.515,4384.945,4380.875,4383.965,0.47092999999999996
30.12.2025 12:00:00.000 UTC,4383.965,4397.025,4383.115,4395.935,0.5475000000000001
30.12.2025 12:15:00.000 UTC,4395.935,4399.055,4391.295,4393.475,0.83854
30.12.2025 12:30:00.000 UTC,4393.425,4402.435,4392.645,4399.325,0.58242
30.12.2025 12:45:00.000 UTC,4399.398,4402,4396.045,4400.895,0.6591779999999999
30.12.2025 13:00:00.000 UTC,4401.065,4403.998,4397.015,4399.045,0.9544300000000001
30.12.2025 13:15:00.000 UTC,4399.045,4399.055,4389.855,4393.455,0.9534199999999999
30.12.2025 13:30:00.000 UTC,4393.485,4393.575,4375.905,4379.098,1.2551900000000002
30.12.2025 13:45:00.000 UTC,4379.025,4389.215,4375.985,4388.035,1.88104
30.12.2025 14:00:00.000 UTC,4388.075,4390.325,4382.325,4385.885,2.35215
30.12.2025 14:15:00.000 UTC,4385.975,4390.945,4380.625,4390.325,1.8065900000000001
30.12.2025 14:30:00.000 UTC,4390.325,4391.905,4364.005,4371.085,2.1057500000000005
30.12.2025 14:45:00.000 UTC,4371.125,4371.995,4355.335,4365.915,1.4480400000000002
30.12.2025 15:00:00.000 UTC,4365.909,4372.898,4360.445,4368.898,2.02898
30.12.2025 15:15:00.000 UTC,4369.105,4377.245,4364.685,4365.865,1.4177
30.12.2025 15:30:00.000 UTC,4365.975,4374.335,4359.295,4362.275,0.94798
30.12.2025 15:45:00.000 UTC,4362.225,4370.765,4360.825,4364.885,0.8418700000000001
30.12.2025 16:00:00.000 UTC,4365.085,4365.125,4354.585,4358.155,0.83938
30.12.2025 16:15:00.000 UTC,4358.205,4371.255,4357.405,4368.505,0.84683
30.12.2025 16:30:00.000 UTC,4368.535,4368.625,4362.065,4366.855,3.6678900000000003
30.12.2025 16:45:00.000 UTC,4366.855,4379.575,4365.948,4377.405,2.2602800000000003
30.12.2025 17:00:00.000 UTC,4377.395,4381.625,4373.035,4373.075,0.8342
30.12.2025 17:15:00.000 UTC,4373.055,4376.515,4368.115,4374.625,0.77045
30.12.2025 17:30:00.000 UTC,4374.665,4376.005,4364.545,4368.355,0.7584299999999999
30.12.2025 17:45:00.000 UTC,4368.235,4370.325,4363.965,4369.885,0.56597
30.12.2025 18:00:00.000 UTC,4369.925,4378.425,4368.545,4370.795,0.74017
30.12.2025 18:15:00.000 UTC,4370.795,4372.055,4365.795,4370.715,0.7237699999999999
30.12.2025 18:30:00.000 UTC,4370.675,4370.905,4362.355,4365.715,0.80681
30.12.2025 18:45:00.000 UTC,4365.745,4367.335,4362.725,4364.259,1.20406
30.12.2025 19:00:00.000 UTC,4364.259,4367.755,4363.225,4366.435,0.80613
30.12.2025 19:15:00.000 UTC,4366.455,4367.475,4363.808,4365.755,0.47523999999999994
30.12.2025 19:30:00.000 UTC,4365.755,4366.305,4359.928,4362.539,0.58022
30.12.2025 19:45:00.000 UTC,4362.509,4362.739,4337.565,4348.345,0.960035
30.12.2025 20:00:00.000 UTC,4348.345,4350.105,4338.068,4348.029,0.98441
30.12.2025 20:15:00.000 UTC,4348.085,4352.699,4345.818,4350.185,0.7182899999999999
30.12.2025 20:30:00.000 UTC,4350.155,4355.245,4345.838,4348.605,0.8479300000000002
30.12.2025 20:45:00.000 UTC,4348.855,4351.455,4337.735,4341.395,0.92463
30.12.2025 21:00:00.000 UTC,4341.395,4350.065,4340.555,4348.065,0.8889000000000001
30.12.2025 21:15:00.000 UTC,4348.069,4348.755,4346.248,4346.275,0.4530499999999999
30.12.2025 21:30:00.000 UTC,4346.248,4349.065,4346.025,4348.465,0.12897
30.12.2025 21:45:00.000 UTC,4348.425,4349.145,4334.455,4338.029,0.48167000000000004
30.12.2025 23:00:00.000 UTC,4340.098,4346.055,4338.745,4345.525,0.32177999999999995
30.12.2025 23:15:00.000 UTC,4345.525,4345.545,4331.885,4333.755,0.32439999999999997
30.12.2025 23:30:00.000 UTC,4333.675,4342.505,4328.765,4339.205,0.41229000000000005
30.12.2025 23:45:00.000 UTC,4339.265,4339.335,4333.098,4338.655,0.33838999999999997
